UF,Ano,CID10,Total
DF,2004,"Congenital malformation of heart, unspecified",54
DF,2004,Bacterial sepsis of newborn,49
DF,2004,"Birth asphyxia, unspecified",45
DF,2004,Severe birth asphyxia,36
DF,2004,Others,622
DF,2005,Extremely low birth weight newborn,65
DF,2005,Newborn respiratory distress syndrome,62
DF,2005,"Bacterial sepsis of newborn, unspecified",58
DF,2005,"Congenital malformation of heart, unspecified",46
DF,2005,"Pneumonia, unspecified organism",24
DF,2005,Others,612
DF,2006,Extremely low birth weight newborn,86
DF,2006,"Bacterial sepsis of newborn, unspecified",66
DF,2006,Newborn respiratory distress syndrome,43
DF,2006,"Congenital malformation of heart, unspecified",33
DF,2006,"Congenital pneumonia, unspecified",25
DF,2006,Others,557
DF,2007,Extremely low birth weight newborn,63
DF,2007,"Bacterial sepsis of newborn, unspecified",41
DF,2007,Newborn respiratory distress syndrome,39
DF,2007,"Congenital malformation of heart, unspecified",34
DF,2007,"Multiple congenital malformations, not elsewhere classified",28
DF,2007,Others,509
DF,2008,Extremely low birth weight newborn,74
DF,2008,Newborn respiratory distress syndrome,47
DF,2008,"Congenital malformation of heart, unspecified",43
DF,2008,"Bacterial sepsis of newborn, unspecified",34
DF,2008,Severe birth asphyxia,31
DF,2008,Others,498
DF,2009,Newborn respiratory distress syndrome,51
DF,2009,Extremely low birth weight newborn,45
DF,2009,"Congenital malformation of heart, unspecified",34
DF,2009,Newborn affected by maternal hypertensive disorders,30
DF,2009,Newborn affected by maternal renal and urinary tract diseases,23
DF,2009,Others,546
DF,2010,Newborn respiratory distress syndrome,52
DF,2010,Extremely low birth weight newborn,51
DF,2010,"Congenital malformation of heart, unspecified",47
DF,2010,"Infection specific to the perinatal period, unspecified",27
DF,2010,Severe birth asphyxia,26
DF,2010,Others,558
DF,2011,"Congenital malformation of heart, unspecified",43
DF,2011,Extremely low birth weight newborn,40
DF,2011,Newborn respiratory distress syndrome,33
DF,2011,Newborn affected by maternal hypertensive disorders,32
DF,2011,"Bacterial sepsis of newborn, unspecified",31
DF,2011,Others,545
DF,2012,"Bacterial sepsis of newborn, unspecified",40
DF,2012,Newborn affected by maternal hypertensive disorders,39
DF,2012,Extremely low birth weight newborn,33
DF,2012,Newborn respiratory distress syndrome,31
DF,2012,"Congenital malformation of heart, unspecified",26
DF,2012,Others,586
DF,2013,Newborn affected by maternal hypertensive disorders,53
DF,2013,"Bacterial sepsis of newborn, unspecified",45
DF,2013,Extremely low birth weight newborn,40
DF,2013,Newborn affected by maternal renal and urinary tract diseases,35
DF,2013,Newborn respiratory distress syndrome,31
DF,2013,Others,580
DF,2014,"Bacterial sepsis of newborn, unspecified",45
DF,2014,Newborn affected by maternal hypertensive disorders,42
DF,2014,Extremely low birth weight newborn,37
DF,2014,Newborn respiratory distress syndrome,30
DF,2014,Newborn affected by chorioamnionitis,29
DF,2014,Others,564
DF,2015,"Bacterial sepsis of newborn, unspecified",41
DF,2015,Newborn affected by maternal hypertensive disorders,40
DF,2015,Newborn affected by incompetent cervix,29
DF,2015,Newborn affected by maternal renal and urinary tract diseases,27
DF,2015,Newborn affected by premature rupture of membranes,27
DF,2015,Others,497
